field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"60","64","56175182646","3512.0","3521.0","21","15","15","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136893.1736994536 455995.73330310767, 136901.56717273773 456072.55016639596, 136826.74461839005 456066.7146097303, 136823.5491080116 456079.30980330706, 136819.06595497302 456097.7286095768, 136822.3594475154 456111.9690088867, 136824.600461123 456115.7436710256, 136822.6257281555 456137.96954013815, 136725.21256869516 456166.49733304285, 136662.74830898008 456179.5998785934, 136654.65548045633 456181.58788067533, 136602.70305877825 456188.88916907157, 136569.9703198786 456184.31508620834, 136480.7169513777 456173.0085631124, 136453.96264253347 456165.53136180114, 136333.09863855477 456140.3265827547, 136327.91948967773 456129.8207916207, 136323.0769288728 456125.0102667478, 136318.70909330182 456118.87396798935, 136270.5275351913 456112.11240438005, 136155.31974925604 456089.96143766516, 136122.86017266288 456072.77234623715, 136106.69536122578 456064.16650703124, 135996.99830838924 456010.41149894224, 135722.3370925887 455879.46852886595, 135708.0413684954 455840.6607086494, 135659.25585300275 455771.1009785195, 135656.01203631356 455763.50338262826, 135666.27902010907 455735.381407952, 135678.81902914992 455708.3854871978, 135680.32810873305 455705.186461069, 135682.56623919425 455700.8831297385, 135677.2779993842 455659.21444624086, 135683.99030919187 455640.45217265707, 135727.88124147756 455532.459778811, 135813.57574121453 455381.5937240222, 135863.3655480818 455294.77491838724, 135897.70830234932 455234.94083017565, 135913.45508003238 455198.07558194554, 135938.88684354624 455148.56752455607, 135982.90599824273 455136.13831777754)","2396.7257678887054"
"61","65","56175182739","3584.0","3512.0","7","15","15","8","LINESTRING (140025.19857689738 455497.31807536277, 139963.33557797063 455497.2041248845, 139963.44633970072 455375.0183175897, 139816.16251639382 455375.58768510947, 139729.13232160246 455376.19876193296, 139679.0455645491 455374.7059918203, 139668.43652905285 455375.01679864357, 139402.51087622766 455415.27325335424, 139336.38436633247 455472.0342217322, 139289.58284731174 455512.25747832336, 139282.87599851887 455504.53496227664, 139211.96176905572 455563.6157980915, 139182.55889646176 455522.53185738914, 139092.00861168676 455538.2187338841, 139049.47294319063 455554.98818062333, 139056.05043556445 455496.5445588416, 139039.5076572137 455467.3584750443, 138970.7259994886 455485.5924232693, 138893.28867552296 455433.98412458383, 138878.07798640622 455416.48767710064, 138853.90219412345 455420.1263379748, 138811.85393116315 455420.3407636004, 138766.3584585847 455326.0626561259, 138739.78818805303 455272.4108528183, 138694.56004782757 455300.35148066044, 138610.35201307814 455215.4696790308, 138576.0894156637 455234.68590216886, 138522.70882054121 455265.7368913906, 138484.63402964387 455286.4238710691, 138461.17363313836 455299.19650117395, 138368.6585930677 455351.04027107806, 138270.16613563502 455398.0104201641, 138213.92178312654 455424.2679410205, 138174.65305333573 455441.7904262106, 137963.8152090637 455530.66983915196, 137961.4636754844 455588.5441976531, 137975.91655516747 455606.10720613017, 137963.73078180995 455616.1511651301, 137950.5068851112 455609.2315625209, 137882.1807570239 455648.6184277936, 137817.15856150427 455687.8390692078, 137779.12637837577 455715.1068074945, 137767.31142582663 455719.2309364904, 137757.52281630225 455726.6413710687, 137676.1164532585 455803.42640521546, 137671.22680784625 455808.42787416116, 137600.04071228608 455875.2097045484, 137563.06430495155 455907.7046465638, 137383.23585713402 455714.57842260564, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137241.13811791028 455813.6486319032, 137199.70180034733 455788.585097598, 137194.57606085503 455792.5976665514, 137150.8908681285 455927.9351415785, 137122.90479563668 455907.6860997445, 137054.4918852017 455836.4253982127, 137033.11013999418 455825.26525766857, 136991.20645115394 455803.88785170123, 136956.68995141826 455791.82986460364, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","4294.964203520097"
"62","66","56175182739","3512.0","2061.0","18","0","17","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136893.1736994536 455995.73330310767, 136901.56717273773 456072.55016639596, 136826.74461839005 456066.7146097303, 136823.5491080116 456079.30980330706, 136819.06595497302 456097.7286095768, 136822.3594475154 456111.9690088867, 136824.600461123 456115.7436710256, 136822.6257281555 456137.96954013815, 136725.21256869516 456166.49733304285, 136662.74830898008 456179.5998785934, 136654.65548045633 456181.58788067533, 136602.70305877825 456188.88916907157, 136569.9703198786 456184.31508620834, 136480.7169513777 456173.0085631124, 136453.96264253347 456165.53136180114, 136333.09863855477 456140.3265827547, 136322.47027826047 456138.6641738517, 136167.52190482916 456112.67909953074, 136147.17715244528 456105.93586689094, 136102.48412044323 456110.18860775983, 136087.69883888197 456112.92613866087, 136070.09131293482 456115.9748493955, 135910.42337243326 456091.1060772389, 135772.2050402869 456018.61799619376, 135717.39957311057 456016.64931587956, 135707.1497760407 456019.0700054472, 135695.82964566158 456017.63413545175, 135667.8920736377 455997.1705417711, 135651.53615308457 455989.0342129058, 135641.39777483486 455984.86799570074, 135622.7975444852 456067.4398814937, 135616.53035488247 456112.30218765204, 135554.50809444636 456113.4564543662, 135543.66942223354 456114.1775004294, 135529.89757196684 456114.8766655112, 135404.64436356787 456133.91532015824, 135244.2063513631 456157.4914559285, 135194.810959243 456166.31044917996, 135101.51092002253 456184.20610555913, 135091.28134156263 456186.38321434334, 135079.69602667665 456188.84392131865, 134850.28671197407 456234.4050997132, 134845.65117929332 456235.3584571038, 134843.37123895215 456235.8683623496, 134687.24299384182 456272.9743131658, 134675.844969867 456277.57139925414, 134666.65747742573 456281.4474128309, 134662.8481526078 456281.6521205561, 134456.43523374407 456331.58801086416, 134447.82382074138 456333.8487754204, 134345.9896619912 456369.5844422366, 134346.35750150867 456375.6577388681, 134308.74908225023 456380.3867676385, 134270.80824290088 456408.9383413714, 134253.3181254165 456454.43889478553, 134238.05527252454 456491.69694235915, 134225.3345765537 456523.9488286496, 134210.6734010991 456555.86394837993, 134201.03585188283 456576.4540427446, 134189.36712051506 456568.4809410324, 133148.8593885358 456725.8355293763, 133137.28120898205 456720.0674511031, 133062.1264479436 456685.9741555166, 133050.6315269916 456680.48406290007, 133039.19604039463 456674.4930612564, 132894.6961316348 456876.8152311181, 132848.8021424037 456966.2615972758, 132695.04786110303 457072.20119951665, 132674.58514166554 457074.4959390731, 132677.14249230156 457097.7713551001, 132569.6803317633 457252.80710261513, 132596.30445948237 457301.31926675624, 132595.33147792335 457313.4733352858, 132531.8655240072 457396.62665328395, 132404.85428311248 457535.00965278095, 132375.65718572662 457564.1480739346, 132151.8323141149 457753.52473546955, 132118.92662078195 457780.0670911736, 131850.31055598645 457982.3920050822, 131799.53046884915 458019.6896595908, 131785.17485075956 458029.1248216576, 131747.937337737 458054.35475178354, 131707.14928863934 458081.9937032937, 131695.6634491172 458089.78015049145, 131679.87813944145 458101.0247487079, 131620.83080109267 458140.9331491891, 131595.10230504486 458158.65565918747, 131521.49528121937 458207.8017028963, 131455.07972243233 458252.05268755625, 131447.93766104765 458256.94861490617, 131310.6978685098 458350.98189566896, 131278.28712950923 458373.2551013225, 131102.2672172293 458492.39070473716, 131074.49258137844 458511.1827550795, 131045.2981001639 458530.9497740809, 130962.74505465044 458586.27778027486, 130862.29382700336 458653.8993769905, 130824.803066394 458678.6591081055, 130717.22913294792 458751.28055541037, 130612.30207924021 458821.0875903387, 130544.56468192581 458866.2363289517, 130509.40338719863 458889.1066937489, 130372.14719024018 458982.43194961204, 130349.60974601559 459003.7834296975, 130343.09284105795 458997.57397103606, 130258.99253751662 459103.60107916204, 130235.70112339474 459132.87865604414, 130196.39608778319 459182.51916984847, 130017.9277748183 459396.47847235564, 130012.29969614097 459398.1311718095, 130003.03828122804 459401.79372446943, 129973.59151763894 459395.4107958063, 129955.22402317722 459381.89598691644, 129835.05733414003 459286.9623859517, 129751.01834493899 459361.51089224074, 129745.2584650779 459366.86957504926, 129735.70422795182 459380.26950460766, 129539.59282748573 459453.55652442435, 129268.41443697004 459783.475008018, 129207.84952340269 459902.1491057647)","9782.828628648442"
"69","74","56178349761","3544.0","3544.0","8","0","15","8",,
"70","75","56178349761","3544.0","3544.0","15","15","15","8",,
"71","76","56178350195","3572.0","3531.0","14","0","20","8","LINESTRING (137727.07590340325 456870.9236773167, 137821.01049081105 456795.80942759605, 137752.52617690896 456735.10909869283, 137741.12272000598 456724.80143529695, 137714.7118218584 456670.76501962496, 137686.51811542702 456618.51511031337, 137669.43271303445 456582.34826602734, 137650.90807591542 456546.1864980461, 137630.2939144272 456508.2741813207, 137570.98996660853 456390.07845178625, 137563.28494479615 456389.3154924573, 137463.73562234838 456379.24017189385, 137460.94596612206 456379.0608594625, 137455.48161693366 456378.26791943883, 137442.72746394394 456375.93192749494, 137434.0348648408 456376.89718450065, 137379.206995058 456371.1274493319, 137325.67029939758 456364.27450908755, 137280.18246843564 456360.46426244377, 137276.29855578512 456355.1264776453, 137187.78054784168 456346.90882695024, 137138.83851937557 456341.14292979747, 137128.83617055955 456339.954973035, 137098.82962489128 456334.63331061095, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136808.8192224967 456352.3293775152, 136741.88716301724 456346.2103820764, 136662.9537349469 456281.8583831626, 136609.52345737605 456219.03773343604, 136602.70305877825 456188.88916907157, 136569.9703198786 456184.31508620834, 136480.7169513777 456173.0085631124, 136453.96264253347 456165.53136180114, 136333.09863855477 456140.3265827547, 136322.47027826047 456138.6641738517, 136167.52190482916 456112.67909953074, 136147.17715244528 456105.93586689094, 136102.48412044323 456110.18860775983, 136087.69883888197 456112.92613866087, 136070.09131293482 456115.9748493955, 135910.42337243326 456091.1060772389, 135772.2050402869 456018.61799619376, 135717.39957311057 456016.64931587956, 135707.1497760407 456019.0700054472, 135695.82964566158 456017.63413545175, 135667.8920736377 455997.1705417711, 135651.53615308457 455989.0342129058, 135641.39777483486 455984.86799570074, 135642.90933099788 455978.80955745984, 135569.61171384208 455967.63534608897, 135517.34579975953 455959.8177879979, 135482.3529159608 455954.5142543968, 135448.33555108684 455949.8301922221, 135415.47188281815 455944.0180936626, 135380.2069296975 455939.2949017179, 135345.4964440407 455934.4251315402, 135290.33438230952 455925.76468806615, 135242.0601527377 455918.9466822303, 135195.62355327146 455912.3999829558, 135144.8565508467 455904.39122674643, 135125.14766819254 455901.2767150294, 135061.4286711196 455891.81852947595, 135085.76888234454 455954.4830426199)","3316.428118818213"
"72","79","56178353109","3564.0","3562.0","7","45","10","8","LINESTRING (135691.97438562947 459610.5201552986, 135661.9566714204 459578.30439154565, 135758.67739871857 459481.69968513254, 135769.42576758977 459468.373563223, 135830.45154966132 459409.6592498687, 135882.05552871007 459358.16935848683, 135954.57592773446 459286.9178296576, 135982.34861529677 459269.37698051974, 136000.49337857126 459255.722684623, 136063.99599162457 459207.56046859827, 136045.60647568712 459184.0432409689, 136035.70969034042 459171.3972435411, 136072.10798319272 459105.792753256, 136162.09681389254 459050.0432352762, 136180.73117175786 459020.6332355313, 136207.58203068087 458995.9764656354, 136237.39635953025 458974.3015754097, 136326.888787553 458883.72122472024, 136382.58591465658 458828.67204162467, 136390.86508224 458820.9195681201, 136392.55893677406 458819.64485930244, 136394.4496888349 458819.7379206881, 136403.57587849803 458818.6913181372)","1157.473691750842"
"73","80","56178353109","3562.0","3564.0","11","50","5","8","LINESTRING (136403.57587849803 458818.6913181372, 136401.9072736997 458826.71945106937, 136399.18418575337 458829.33313373005, 136389.43371853745 458835.6002056113, 136333.01668754377 458890.45174520917, 136242.50269215924 458978.9330118818, 136224.80240024984 459020.0550026869, 136196.9577000867 459044.50404261274, 136162.09681389254 459050.0432352762, 136072.10798319272 459105.792753256, 136035.70969034042 459171.3972435411, 136045.60647568712 459184.0432409689, 136063.99599162457 459207.56046859827, 136000.49337857126 459255.722684623, 135982.34861529677 459269.37698051974, 135954.57592773446 459286.9178296576, 135882.05552871007 459358.16935848683, 135830.45154966132 459409.6592498687, 135769.42576758977 459468.373563223, 135758.67739871857 459481.69968513254, 135661.9566714204 459578.30439154565, 135691.97438562947 459610.5201552986)","1165.108786389982"
"88","95","56178354349","3511.0","3531.0","20","30","15","8","LINESTRING (136422.55654092712 455708.5693691623, 136420.1212826291 455750.2008833648, 136396.6181147642 455740.3753861085, 136369.88022352936 455725.1214830587, 136365.75031887175 455724.0354660149, 136337.37223575215 455711.90316204244, 136334.3288868064 455709.97864620894, 136330.79012367572 455707.53306748485, 136329.90327038537 455706.8020766297, 136323.0371024604 455712.5799847456, 136282.80458851214 455786.7636238484, 136233.34206885486 455859.2022297856, 136228.29047931876 455866.29742681916, 136177.69856474845 455953.1824380049, 136171.94427304194 455962.88384062034, 136167.51767377614 455984.7743472383, 136122.86017266288 456072.77234623715, 136107.23714115698 456102.182077611, 136102.48412044323 456110.18860775983, 136087.69883888197 456112.92613866087, 136070.09131293482 456115.9748493955, 135910.42337243326 456091.1060772389, 135772.2050402869 456018.61799619376, 135717.39957311057 456016.64931587956, 135707.1497760407 456019.0700054472, 135695.82964566158 456017.63413545175, 135667.8920736377 455997.1705417711, 135651.53615308457 455989.0342129058, 135641.39777483486 455984.86799570074, 135642.90933099788 455978.80955745984, 135569.61171384208 455967.63534608897, 135517.34579975953 455959.8177879979, 135482.3529159608 455954.5142543968, 135448.33555108684 455949.8301922221, 135415.47188281815 455944.0180936626, 135380.2069296975 455939.2949017179, 135345.4964440407 455934.4251315402, 135290.33438230952 455925.76468806615, 135242.0601527377 455918.9466822303, 135195.62355327146 455912.3999829558, 135144.8565508467 455904.39122674643, 135125.14766819254 455901.2767150294, 135061.4286711196 455891.81852947595, 135085.76888234454 455954.4830426199)","1760.0463488285109"
"106","113","56178371182","3572.0","3584.0","8","30","20","8","LINESTRING (137727.07590340325 456870.9236773167, 137821.01049081105 456795.80942759605, 137883.12019744166 456677.0365811728, 137889.00445783965 456634.6596057501, 137895.27448244227 456606.80076346075, 137887.96550827447 456442.0941347709, 137883.8742738388 456424.0840634408, 137883.94202143207 456409.9092916031, 137883.76176283607 456403.3233126998, 137960.12701757575 456403.2838016248, 137963.60086475455 456403.1606496255, 137977.71513895062 456412.5694666937, 138020.1139414449 456411.10064468236, 138149.83233387122 456410.77105431556, 138153.2862290914 456416.9009193616, 138230.80642825976 456452.60951941065, 138243.67938356975 456457.83989217755, 138320.29284789183 456485.09716970206, 138338.44542215165 456448.35392023897, 138350.1016360182 456431.9819347213, 138411.69057335248 456248.4308463723, 138492.68387083377 455975.641317269, 138693.94651917624 456000.2451063938, 138705.1937506306 456004.8033129409, 138921.13705020573 456047.4924968843, 139219.41110221055 455572.0479288383, 139289.58284731174 455512.25747832336, 139336.38436633247 455472.0342217322, 139402.51087622766 455415.27325335424, 139668.43652905285 455375.01679864357, 139679.0455645491 455374.7059918203, 139729.13232160246 455376.19876193296, 139816.16251639382 455375.58768510947, 139963.44633970072 455375.0183175897, 139963.33557797063 455497.2041248845, 140025.19857689738 455497.31807536277)","3510.9126318382278"
"107","114","56178371182","3584.0","3512.0","13","0","20","8","LINESTRING (140025.19857689738 455497.31807536277, 139963.33557797063 455497.2041248845, 139963.44633970072 455375.0183175897, 139816.16251639382 455375.58768510947, 139729.13232160246 455376.19876193296, 139679.0455645491 455374.7059918203, 139668.43652905285 455375.01679864357, 139402.51087622766 455415.27325335424, 139336.38436633247 455472.0342217322, 139289.58284731174 455512.25747832336, 139282.87599851887 455504.53496227664, 139211.96176905572 455563.6157980915, 139182.55889646176 455522.53185738914, 139092.00861168676 455538.2187338841, 139049.47294319063 455554.98818062333, 139056.05043556445 455496.5445588416, 139039.5076572137 455467.3584750443, 138970.7259994886 455485.5924232693, 138893.28867552296 455433.98412458383, 138878.07798640622 455416.48767710064, 138853.90219412345 455420.1263379748, 138811.85393116315 455420.3407636004, 138766.3584585847 455326.0626561259, 138739.78818805303 455272.4108528183, 138694.56004782757 455300.35148066044, 138610.35201307814 455215.4696790308, 138576.0894156637 455234.68590216886, 138522.70882054121 455265.7368913906, 138484.63402964387 455286.4238710691, 138461.17363313836 455299.19650117395, 138368.6585930677 455351.04027107806, 138270.16613563502 455398.0104201641, 138213.92178312654 455424.2679410205, 138174.65305333573 455441.7904262106, 137963.8152090637 455530.66983915196, 137961.4636754844 455588.5441976531, 137975.91655516747 455606.10720613017, 137963.73078180995 455616.1511651301, 137950.5068851112 455609.2315625209, 137882.1807570239 455648.6184277936, 137817.15856150427 455687.8390692078, 137779.12637837577 455715.1068074945, 137767.31142582663 455719.2309364904, 137757.52281630225 455726.6413710687, 137676.1164532585 455803.42640521546, 137671.22680784625 455808.42787416116, 137600.04071228608 455875.2097045484, 137563.06430495155 455907.7046465638, 137383.23585713402 455714.57842260564, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137241.13811791028 455813.6486319032, 137199.70180034733 455788.585097598, 137194.57606085503 455792.5976665514, 137150.8908681285 455927.9351415785, 137122.90479563668 455907.6860997445, 137054.4918852017 455836.4253982127, 137033.11013999418 455825.26525766857, 136991.20645115394 455803.88785170123, 136956.68995141826 455791.82986460364, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","4294.964203520097"
"108","115","56178371182","3512.0","3572.0","17","20","5","8","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 137049.9098553958 456116.5838023283, 137064.26631299872 456114.5182400188, 137113.54318992095 456107.9323327879, 137132.02895725582 456106.909100553, 137169.3688067521 456094.8036063646, 137216.69141051755 456087.80293536227, 137226.3501062528 456086.65583499195, 137235.74313228458 456095.55649126944, 137276.01800005272 456145.4799735066, 137311.7449127628 456167.3712616236, 137331.0015069985 456188.5646773777, 137375.845527638 456234.62314779335, 137406.27309722366 456281.4227737682, 137444.2432645035 456362.72000036854, 137461.77733251746 456364.12681745464, 137465.34153405938 456364.3590316363, 137564.8744835044 456373.58886574087, 137571.13897210438 456373.9229573147, 137570.8400446783 456380.5328565225, 137570.98996660853 456390.07845178625, 137630.2939144272 456508.2741813207, 137650.90807591542 456546.1864980461, 137669.43271303445 456582.34826602734, 137686.51811542702 456618.51511031337, 137714.7118218584 456670.76501962496, 137741.12272000598 456724.80143529695, 137752.52617690896 456735.10909869283, 137821.01049081105 456795.80942759605, 137727.07590340325 456870.9236773167)","1462.3119364608306"
"109","116","56178371182","3572.0","3572.0","17","40","5","8",,
"112","119","58934169254","3551.0","3511.0","9","0","15","8","LINESTRING (135189.68552600537 457113.1794658813, 135185.25946770018 457108.0457274874, 135220.27008778526 457074.95106644084, 135254.59176327562 457042.51582665835, 135268.0119757197 457029.8233977785, 135304.60058630144 456995.2433181468, 135324.6289779921 456976.316557846, 135321.79625909467 456968.65078622114, 135334.99974122565 456956.50457480625, 135364.31412998895 456929.25238265895, 135393.67588277214 456901.76653243526, 135421.4318846264 456875.3330241609, 135453.17654309203 456845.5350644725, 135468.94407458784 456830.0858339573, 135482.44047531253 456817.31581203424, 135504.50989498605 456796.0564403199, 135584.0401890361 456720.0550375452, 135668.64687591649 456637.8380014526, 135693.02768567155 456614.95722620917, 135750.21531900382 456563.0774982056, 135774.4863315511 456539.96390643105, 135827.4016256504 456490.36017156014, 135864.41361777304 456456.9175016465, 135875.99571016114 456444.767857517, 135918.07936067358 456397.04253327125, 135920.59732461392 456394.2624976584, 135934.09492888948 456366.88523719856, 135948.57711225824 456337.1010235071, 135953.89787805028 456327.15623931587, 135958.77371174452 456317.33554964286, 135963.77831842288 456307.13608741644, 135967.848540939 456307.0537647795, 136009.2508991817 456245.4688051464, 136070.09131293482 456115.9748493955, 136079.8056313273 456104.30008941336, 136090.07631037664 456092.9458897578, 136106.69536122578 456064.16650703124, 136170.2862191679 455948.50416615466, 136222.48894903532 455861.7131370047, 136273.12716289013 455779.39009446336, 136275.02715087356 455781.6304024258, 136326.27231891063 455703.53352166427, 136332.16790344354 455703.9341970162, 136365.75031887175 455724.0354660149, 136369.88022352936 455725.1214830587, 136396.6181147642 455740.3753861085, 136422.55654092712 455708.5693691623)","1966.5409253639357"
